amount,hour,country_type,device_age_days,txn_velocity_24h,fraud
374.33,18,foreign,31,11,yes
24.55,19,local,468,1,no
84.75,6,local,814,3,no
249.91,11,local,22,12,no
288.63,12,local,880,7,no
79.97,14,local,849,8,no
139.67,1,local,479,2,no
136.76,4,foreign,450,3,no
81.87,17,local,577,7,no
226.1,3,local,86,10,no
63.4,1,foreign,390,2,no
48.23,12,local,192,7,no
47.58,22,local,340,9,no
134.67,17,local,804,9,no
192.03,15,local,223,3,no
26.8,5,local,266,10,no
81.12,2,local,548,10,no
36.37,15,foreign,422,5,no
126.65,21,local,555,12,no
202.86,15,local,800,10,no
48.14,4,local,297,3,no
36.56,18,local,585,5,no
12.45,5,local,268,8,no
18.58,13,local,537,7,no
32.84,6,local,401,1,no
144.94,9,local,422,7,no
78.11,2,local,191,1,no
12.87,3,local,48,3,no
39.02,16,local,246,12,no
8.89,3,foreign,13,1,no
205.18,8,local,789,9,no
97.33,2,local,890,7,no
75.59,22,foreign,298,5,no
73.51,0,local,841,11,no
159.35,2,local,140,6,no
32.26,15,foreign,178,2,no
140.59,3,local,175,8,no
62.19,8,local,490,9,no
102.45,11,foreign,724,2,no
193.97,18,local,309,9,no
44.29,13,local,217,10,no
8.61,22,foreign,587,5,no
23.38,20,local,187,5,no
9.74,6,local,474,3,no
244.54,7,local,527,5,no
445.7,0,local,354,7,no
9.92,21,local,140,2,no
28.42,20,local,638,12,no
83.98,9,local,815,8,no
169.42,21,local,618,5,no
20.78,12,local,143,5,no
14.28,13,local,155,12,no
99.52,17,local,206,5,no
8.54,17,foreign,321,6,no
38.38,9,local,392,2,no
36.98,23,local,836,4,no
10.3,15,local,592,10,no
77.5,7,local,493,4,no
169.48,3,local,428,6,no
135.96,5,local,329,8,no
42.23,21,foreign,628,2,no
21.9,14,local,761,3,no
59.35,19,local,332,6,no
41.95,12,local,278,5,no
89.41,20,local,601,12,no
12.09,9,foreign,412,12,no
303.19,21,local,254,8,no
163.13,9,local,540,5,no
108.65,14,local,118,6,no
87.54,19,local,116,1,no
39.9,12,local,537,2,no
16.32,4,local,444,2,no
329.51,15,local,164,8,no
81.29,22,local,150,1,no
99.23,17,local,491,10,no
35.87,15,local,567,1,no
90.37,20,local,840,7,no
192.15,15,local,358,1,no
127.0,7,foreign,413,1,no
217.62,15,local,789,11,no
78.31,16,foreign,571,3,no
183.02,8,local,518,12,no
33.6,15,local,747,11,no
64.28,20,foreign,233,12,no
209.09,11,local,545,2,no
99.45,2,local,386,3,no
87.88,19,local,528,2,no
45.07,2,foreign,510,1,no
122.08,20,foreign,310,6,no
7.16,2,local,516,4,no
6.96,10,local,875,1,no
150.6,0,foreign,578,5,no
11.53,21,local,358,5,no
13.61,21,local,285,8,no
95.22,0,local,373,9,no
585.98,15,local,844,10,no
147.85,22,local,500,4,no
7.31,15,foreign,451,12,no
134.59,19,foreign,362,9,no
12.72,16,local,765,5,no
46.63,8,local,86,5,no
8.49,0,local,876,10,no
204.34,8,local,233,5,no
178.21,14,foreign,225,7,no
142.88,19,foreign,263,7,no
38.71,9,local,837,1,no
116.1,16,local,223,5,no
22.24,20,foreign,80,6,no
72.49,22,foreign,576,3,no
5.6,0,local,415,5,no
88.18,5,local,281,8,no
9.26,20,local,660,5,no
158.32,11,local,631,8,no
57.66,21,foreign,81,10,no
71.68,9,local,331,12,no
39.42,18,local,523,9,no
31.58,6,local,506,12,no
18.3,12,local,46,1,no
71.82,16,foreign,481,9,no
22.52,5,foreign,5,3,no
160.83,1,local,193,12,no
165.09,5,local,506,8,no
126.92,7,local,281,4,no
13.28,14,local,208,5,no
12.01,21,foreign,407,7,no
14.0,12,local,276,1,no
106.49,2,local,358,9,no
94.03,13,local,671,2,no
140.0,0,local,374,9,no
22.31,13,local,370,8,no
70.84,3,local,91,5,no
188.67,4,local,895,1,no
149.38,22,local,416,7,no
406.37,7,local,57,4,no
104.28,4,local,329,8,no
97.44,7,local,32,11,no
161.73,5,local,217,1,no
31.8,10,local,389,7,no
45.58,22,local,534,12,no
163.82,2,foreign,748,9,no
50.38,6,local,319,2,no
49.91,19,foreign,57,7,no
57.59,9,local,423,1,no
34.0,22,foreign,896,6,no
324.09,17,local,747,10,no
47.89,13,local,334,5,no
12.3,5,local,481,9,no
7.41,11,local,286,1,no
220.21,8,foreign,164,7,no
49.7,12,local,833,9,no
27.77,8,local,529,1,no
105.01,21,local,117,1,no
134.37,23,local,542,11,no
33.55,22,local,107,10,no
117.31,19,local,654,1,no
103.44,13,foreign,345,2,no
68.81,2,local,747,8,no
119.75,10,local,862,11,no
54.76,1,local,304,7,no
73.65,0,foreign,779,1,no
125.64,5,local,5,11,no
51.9,14,local,646,7,no
17.2,3,local,26,5,no
71.96,6,local,517,6,no
12.88,13,foreign,808,3,no
75.37,18,local,278,3,no
51.94,23,local,536,1,no
175.77,6,local,855,7,no
210.23,2,local,103,1,no
52.2,19,local,378,6,no
64.19,4,foreign,718,2,no
54.56,17,local,191,9,no
54.05,23,local,367,9,no
517.69,8,foreign,728,5,no
247.55,18,local,571,5,no
128.86,10,foreign,602,4,no
184.77,23,local,336,4,no
145.53,23,local,747,11,no
116.02,11,local,250,7,no
29.01,13,local,736,11,no
60.0,6,local,212,1,no
145.72,3,local,478,3,no
208.39,19,local,607,12,no
161.17,1,foreign,798,10,no
76.63,8,local,563,5,no
7.5,14,local,201,3,no
204.04,20,local,331,2,no
120.05,22,local,226,11,no
260.45,5,local,132,6,no
52.23,0,foreign,11,12,no
351.11,5,local,154,1,no
225.15,13,local,136,8,no
143.82,6,foreign,84,7,no
37.75,19,local,559,1,no
143.29,8,foreign,754,8,no
81.82,23,local,726,1,no
15.71,19,foreign,616,2,no
180.13,5,foreign,756,5,no
37.11,13,local,716,12,no
81.96,9,foreign,888,12,no
73.29,0,local,484,10,no
20.81,22,foreign,43,5,no
45.31,22,local,330,3,no
104.42,13,local,538,10,no
228.94,5,local,697,9,no
163.18,9,local,138,6,no
129.4,18,foreign,420,5,no
168.32,17,foreign,365,1,no
127.09,21,local,281,3,no
48.36,18,local,139,8,no
113.61,7,local,593,1,no
63.46,16,local,569,12,no
83.45,22,local,708,3,no
56.49,18,foreign,302,2,no
68.86,3,foreign,672,3,no
65.39,7,local,173,1,no
54.03,2,foreign,18,11,yes
167.4,23,foreign,698,8,no
19.56,23,local,883,6,no
21.21,0,foreign,841,9,no
21.84,19,local,280,3,no
77.51,23,local,122,8,no
58.13,2,local,467,10,no
21.25,12,local,605,6,no
191.07,12,local,151,1,no
43.79,11,local,728,3,no
115.89,4,local,204,11,no
71.91,0,foreign,220,8,yes
205.68,21,local,624,11,no
24.53,1,local,608,2,no
81.6,1,local,558,3,no
32.04,13,foreign,225,11,no
99.76,20,foreign,867,2,no
44.96,15,local,497,2,no
314.63,16,local,624,8,no
201.46,22,local,692,2,no
77.51,7,local,297,2,no
6.77,19,local,357,7,no
78.62,4,foreign,657,8,no
108.88,4,foreign,72,1,no
22.2,21,local,100,5,no
45.62,12,foreign,234,2,no
147.16,2,local,648,9,no
144.05,6,local,788,8,no
52.71,16,local,40,2,no
109.06,15,local,40,9,no
108.87,0,local,576,7,no
79.07,2,local,250,11,no
32.52,13,foreign,366,2,no
69.52,22,foreign,282,1,no
108.35,8,foreign,723,10,no
106.55,14,foreign,413,1,no
31.04,9,local,367,12,no
72.27,9,foreign,765,11,no
251.26,20,local,147,12,no
28.18,14,local,289,7,no
157.51,1,local,121,10,no
63.62,17,local,455,4,no
23.62,18,local,521,5,no
126.57,19,local,231,8,no
93.05,11,local,173,6,no
33.58,13,local,209,5,no
73.01,21,local,329,12,no
75.84,3,local,712,5,no
32.95,15,local,83,2,no
11.78,15,local,875,6,no
19.89,4,local,883,11,no
7.48,11,local,507,3,no
80.83,10,foreign,3,12,yes
293.58,18,foreign,297,5,no
17.78,12,local,386,8,no
86.28,14,local,328,11,no
157.96,14,local,395,7,no
32.54,1,local,160,1,no
50.76,23,local,781,6,no
244.53,15,foreign,720,4,no
24.78,16,foreign,354,8,no
33.62,7,local,42,9,no
10.39,17,local,539,7,no
146.18,9,local,772,12,no
143.56,19,local,320,10,no
36.55,13,local,287,4,no
52.82,16,local,629,10,no
68.92,9,local,808,6,no
63.65,11,local,99,4,no
161.12,18,local,849,2,no
109.75,5,local,549,2,no
12.47,7,local,499,10,no
48.81,6,foreign,289,1,no
29.92,4,local,618,2,no
137.4,5,local,295,8,no
62.95,15,foreign,775,10,no
95.92,11,foreign,0,9,yes
117.6,5,local,551,8,no
98.29,3,local,68,1,no
37.98,17,foreign,334,9,no
74.89,4,local,747,7,no
134.15,16,local,188,3,no
77.57,4,foreign,667,1,no
7.99,2,local,639,4,no
173.37,23,local,265,10,no
92.02,12,foreign,107,6,no
56.04,5,foreign,708,3,no
313.54,5,local,563,1,no
10.84,2,local,519,8,no
111.91,11,local,869,9,no
48.34,12,local,667,3,no
53.32,17,local,562,4,no
153.53,5,local,847,6,no
32.36,21,foreign,92,9,no
22.66,22,foreign,572,1,no
14.49,16,local,654,9,no
74.81,16,local,556,1,no
51.85,14,foreign,726,10,no
213.23,18,local,158,4,no
22.96,1,local,384,9,no
115.49,22,local,101,5,no
56.22,4,foreign,826,11,yes
5.19,17,local,769,7,no
30.42,23,local,175,4,no
51.44,7,local,705,8,no
21.52,2,local,886,10,no
17.36,12,local,48,9,no
25.97,0,local,109,10,no
35.91,12,foreign,794,2,no
49.81,8,local,184,10,no
164.07,6,local,305,6,no
49.11,12,foreign,454,2,no
41.44,23,local,118,12,no
79.54,14,local,434,6,no
183.55,18,local,799,9,no
116.4,21,local,436,4,no
44.33,3,local,541,8,no
83.91,22,local,252,11,no
142.26,6,local,565,12,no
51.17,9,foreign,886,12,no
125.67,19,foreign,375,7,no
9.99,10,local,279,10,no
35.52,0,foreign,868,5,no
245.34,23,local,120,12,no
33.36,0,local,287,9,no
41.16,5,foreign,281,6,no
13.31,7,local,299,7,no
28.54,3,local,152,7,no
293.43,19,foreign,770,5,no
442.1,23,foreign,873,12,yes
14.69,5,local,370,3,no
21.71,10,local,555,11,no
32.61,15,local,572,6,no
31.2,6,foreign,876,1,no
16.16,4,local,566,2,no
179.35,6,local,186,8,no
153.21,12,local,284,8,no
59.28,1,local,723,5,no
25.13,18,local,610,3,no
92.18,15,local,417,9,no
44.86,19,local,151,12,no
18.19,0,foreign,825,11,no
44.08,11,foreign,441,10,no
96.25,12,local,316,2,no
324.62,8,local,634,11,no
5.02,13,foreign,382,3,no
98.27,1,local,116,11,no
126.17,7,foreign,208,9,no
27.48,21,local,514,6,no
29.03,12,local,80,1,no
19.4,13,foreign,212,5,no
162.57,5,foreign,192,6,no
29.58,11,local,132,8,no
61.47,11,local,103,10,no
18.4,6,local,271,9,no
112.44,10,local,820,10,no
34.72,15,local,398,7,no
29.21,14,local,308,4,no
244.54,16,foreign,379,8,no
25.85,20,foreign,374,9,no
12.74,15,local,96,2,no
130.43,9,local,616,11,no
12.39,23,local,354,2,no
27.88,20,local,887,7,no
121.74,15,foreign,817,2,no
17.84,22,local,279,7,no
19.13,18,local,398,8,no
130.47,15,local,113,12,no
10.5,18,local,279,12,no
80.25,21,foreign,386,8,no
11.2,22,local,69,1,no
180.21,18,local,411,7,no
5.38,2,foreign,483,6,no
166.86,17,local,690,3,no
20.17,12,foreign,204,4,no
85.57,9,local,430,11,no
12.33,13,foreign,185,5,no
33.47,2,local,489,4,no
16.61,22,local,406,8,no
111.13,11,foreign,123,1,no
181.68,5,local,838,11,no
13.24,11,foreign,359,10,no
13.35,0,local,416,7,no
6.54,9,local,620,5,no
37.9,23,local,86,8,no
67.94,0,local,287,7,no
71.8,14,local,869,5,no
44.84,6,local,839,4,no
43.1,13,local,347,2,no
22.03,12,local,223,5,no
128.29,6,local,733,6,no
129.1,20,foreign,771,2,no
92.21,14,foreign,544,10,no
149.55,16,local,249,12,no
42.6,19,local,441,5,no
169.1,15,local,129,1,no
85.16,7,foreign,844,9,no
52.21,6,local,594,12,no
40.94,15,local,726,10,no
28.05,22,local,673,1,no
54.6,1,foreign,156,4,no
67.1,15,foreign,582,8,no
108.36,10,local,114,1,no
34.25,20,local,228,9,no
33.35,18,local,77,4,no
65.04,10,local,511,12,no
17.7,8,local,526,11,no
218.35,21,foreign,309,1,no
88.16,17,local,330,5,no
39.88,21,local,635,11,no
43.65,8,local,93,3,no
31.35,2,foreign,807,2,no
219.96,16,foreign,195,10,no
58.79,11,local,658,8,no
138.64,18,local,808,6,no
31.72,6,local,453,10,no
30.58,21,local,433,5,no
228.6,21,local,784,4,no
73.37,19,local,837,8,no
29.85,3,foreign,540,6,no
9.59,6,local,600,9,no
42.47,17,foreign,68,12,no
91.92,13,local,806,10,no
123.6,9,local,143,11,no
21.77,20,local,669,12,no
11.71,18,local,0,10,no
86.22,14,foreign,847,8,no
19.68,20,local,110,8,no
150.26,9,local,546,1,no
99.89,21,local,697,12,no
49.99,19,local,125,5,no
91.8,23,local,171,6,no
76.54,17,local,84,8,no
25.0,11,local,408,4,no
154.64,10,local,580,10,no
168.68,17,local,698,1,no
48.71,1,foreign,793,1,no
165.08,21,local,657,3,no
30.42,16,foreign,150,11,no
155.55,18,foreign,652,5,no
123.5,21,foreign,116,6,no
52.07,0,local,491,10,no
12.17,9,local,140,4,no
11.81,18,local,22,5,no
22.26,12,foreign,23,4,no
68.02,1,local,337,1,no
31.09,17,local,256,2,no
227.73,5,foreign,503,5,no
17.99,22,foreign,823,8,no
151.35,4,local,617,9,no
71.44,4,local,756,6,no
40.7,8,local,166,10,no
121.13,2,local,159,8,no
182.14,20,local,778,11,no
59.14,2,foreign,710,10,no
53.37,13,foreign,224,3,no
137.29,15,foreign,705,11,no
219.41,21,foreign,899,10,no
54.45,8,foreign,396,12,no
28.35,11,local,622,11,no
152.59,7,local,208,9,no
83.0,10,foreign,456,10,no
192.47,21,foreign,280,5,no
45.05,13,local,658,5,no
56.99,19,local,638,12,no
113.12,19,foreign,669,6,no
117.86,2,foreign,256,12,no
78.1,5,local,534,8,no
9.49,15,local,285,4,no
169.76,2,foreign,420,12,no
135.2,4,local,410,7,no
22.74,4,local,841,3,no
56.39,16,local,454,5,no
104.85,13,local,875,11,no
454.28,3,local,448,12,yes
5.01,4,local,246,2,no
48.19,20,local,22,5,no
5.13,20,local,761,10,no
5.64,18,local,807,2,no
86.87,0,local,349,4,no
17.39,19,local,708,12,no
43.54,3,local,854,9,no
61.03,3,local,222,8,no
63.24,22,local,331,3,no
58.33,17,local,571,4,no
77.11,11,local,697,8,no
120.3,0,local,388,7,no
34.97,23,local,267,1,no
121.66,18,local,830,2,no
116.02,6,foreign,304,10,no
237.61,21,local,322,4,no
257.11,5,foreign,261,4,no
44.17,18,local,38,8,no
17.05,12,foreign,546,9,no
124.61,14,local,758,11,no
50.16,17,local,600,8,no
110.67,14,local,704,4,no
60.22,3,local,422,9,no
12.56,18,local,331,10,no
19.57,22,local,559,10,no
19.9,19,local,190,11,no
74.86,12,local,207,5,no
54.23,4,local,406,11,no
70.57,15,local,613,7,no
58.2,20,foreign,862,1,no
35.38,1,local,0,5,no
50.4,14,local,465,12,no
24.79,0,local,833,10,no
56.12,1,local,299,5,no
118.06,23,local,798,2,no
40.0,22,local,129,4,no
32.21,9,local,138,1,no
38.24,21,local,748,11,no
7.68,3,local,243,7,no
181.24,19,local,333,12,no
104.63,1,foreign,508,10,no
179.54,18,local,747,2,no
94.07,2,local,301,10,no
184.45,4,local,814,9,no
20.64,5,local,676,10,no
24.41,21,foreign,410,12,no
122.88,22,local,420,7,no
39.18,14,local,762,5,no
123.51,10,local,144,2,no
41.3,18,foreign,69,8,no
64.15,15,foreign,339,2,no
99.13,5,local,413,5,no
16.32,20,foreign,720,2,no
37.54,15,local,771,5,no
204.65,22,foreign,620,10,no
288.84,18,foreign,298,8,yes
22.48,8,foreign,593,3,no
80.36,12,foreign,406,5,no
26.73,11,local,95,5,no
52.46,0,local,836,2,no
14.56,5,foreign,661,3,no
105.75,12,local,409,6,no
166.51,12,local,654,6,no
106.54,17,local,437,10,no
23.44,0,foreign,512,1,no
91.81,17,foreign,804,2,no
155.78,5,local,416,11,no
59.66,8,local,524,1,no
75.48,19,local,294,3,no
59.07,14,local,327,5,no
32.44,11,local,116,8,no
125.88,21,foreign,382,2,no
7.8,0,foreign,137,8,no
48.31,12,local,714,7,no
8.58,2,local,559,8,no
72.9,0,local,149,7,no
209.87,5,local,213,10,no
84.07,15,local,223,8,no
15.21,9,local,877,5,no
25.85,10,local,55,1,no
265.1,11,local,36,10,no
181.27,12,foreign,635,11,no
290.09,12,local,181,12,no
39.5,7,local,57,4,no
133.45,17,local,53,7,no
195.27,7,local,144,12,no
298.65,5,local,773,11,no
9.4,15,local,430,12,no
91.06,19,local,240,1,no
6.16,3,foreign,35,12,no
80.8,20,local,94,5,no
16.87,12,local,596,6,no
26.76,13,foreign,846,6,no
16.73,13,local,580,8,no
23.73,10,local,460,2,no
21.38,18,local,706,3,no
9.02,11,local,506,11,no
221.16,6,foreign,828,1,no
86.99,22,local,47,1,no
143.89,0,foreign,234,6,no
191.11,16,local,156,11,no
120.5,3,local,777,12,no
62.06,19,foreign,739,8,no
23.31,10,local,267,1,no
44.9,13,local,413,11,no
12.77,21,foreign,548,1,no
61.87,5,local,720,6,no
141.61,20,foreign,242,4,no
19.41,6,local,400,9,no
34.76,0,local,556,7,no
47.3,4,local,607,5,no
144.51,22,local,273,5,no
28.22,0,local,774,8,no
23.75,1,local,550,6,no
59.64,7,local,862,11,no
34.61,15,foreign,664,4,no
30.58,3,foreign,888,10,no
190.83,10,local,689,4,no
91.01,12,local,147,3,no
39.94,16,foreign,68,11,no
248.99,1,local,537,12,no
31.03,13,local,389,8,no
112.46,16,local,821,6,no
122.95,5,local,34,5,no
105.94,18,local,550,6,no
161.55,2,foreign,125,1,no
244.71,23,local,154,3,no
21.17,1,local,764,7,no
7.27,3,local,309,10,no
30.31,9,foreign,713,1,no
54.33,15,local,366,7,no
185.82,6,foreign,189,8,no
68.06,2,local,543,7,no
15.9,19,local,441,8,no
6.14,16,local,814,7,no
71.3,0,local,435,4,no
119.25,4,local,720,11,no
25.44,4,local,247,11,no
104.97,20,local,405,3,no
17.19,19,foreign,611,5,no
19.62,15,local,839,8,no
204.92,8,local,290,10,no
90.38,7,local,246,7,no
44.65,10,local,487,8,no
19.62,2,local,560,4,no
116.82,14,local,118,5,no
81.36,7,local,78,11,no
14.02,19,local,16,11,no
124.83,14,local,351,4,no
51.44,3,local,629,3,no
25.38,18,local,178,3,no
62.69,7,foreign,519,5,no
5.11,4,local,436,2,no
50.52,1,local,398,9,no
217.49,12,local,605,2,no
128.73,23,local,280,8,no
129.26,18,foreign,488,9,no
111.03,1,local,34,7,no
32.44,19,local,536,11,no
61.56,20,local,18,5,no
73.27,11,local,658,8,no
76.58,4,local,714,3,no
42.06,19,local,97,6,no
19.34,18,local,667,4,no
59.62,22,foreign,239,6,no
243.98,10,local,213,9,no
44.87,22,local,611,6,no
146.85,2,foreign,306,4,no
150.78,4,local,559,3,no
91.59,15,local,678,7,no
25.88,2,local,441,7,no
132.42,6,local,500,3,no
46.02,19,foreign,713,11,no
85.08,19,local,634,12,no
119.85,11,local,667,11,no
96.38,22,foreign,109,9,no
48.0,16,foreign,573,7,no
73.37,23,local,438,9,no
40.88,6,local,242,5,no
50.68,11,foreign,263,10,no
8.82,21,local,370,8,no
13.97,18,local,240,1,no
112.94,7,foreign,5,2,no
20.75,18,local,53,2,no
52.14,13,local,143,11,no
272.14,11,foreign,329,2,no
32.73,12,local,544,11,no
10.62,14,local,319,4,no
31.89,21,local,499,7,no
72.57,12,local,563,4,no
73.32,2,local,126,2,no
56.48,16,local,749,12,no
75.04,9,local,282,4,no
125.34,12,local,152,2,no
87.56,1,local,459,3,no
28.8,0,foreign,231,12,no
75.64,17,local,821,11,no
11.95,0,local,576,8,no
7.77,8,local,750,4,no
71.46,12,foreign,435,12,no
50.44,16,foreign,731,5,no
88.96,10,local,598,11,no
6.2,4,local,373,12,no
313.13,0,local,292,8,no
126.7,11,local,523,12,no
60.32,6,local,337,11,no
77.3,23,local,79,10,no
62.22,0,local,539,12,no
67.54,0,local,576,12,no
53.61,0,foreign,97,11,yes
27.06,14,foreign,736,4,no
5.22,18,local,295,3,no
5.12,14,local,472,5,no
8.08,6,foreign,367,11,no
75.31,1,local,277,8,no
91.94,1,local,304,9,no
28.51,6,local,406,4,no
9.95,7,local,517,7,no
41.33,3,foreign,707,12,no
172.38,1,local,406,11,no
77.3,11,local,393,11,no
47.56,0,local,742,6,no
149.31,6,local,737,1,no
26.99,8,foreign,7,9,no
134.01,16,local,256,7,no
47.23,6,local,330,12,no
176.51,13,foreign,706,1,no
20.18,3,local,90,4,no
186.02,16,local,212,9,no
41.07,15,foreign,534,10,no
117.36,3,local,810,5,no
266.95,1,local,32,7,no
82.57,18,local,695,6,no
20.33,2,local,232,1,no
248.66,21,local,321,10,no
117.79,9,local,37,11,no
131.37,20,local,139,11,no
130.57,22,local,124,8,no
48.38,23,local,568,4,no
170.04,18,foreign,277,6,no
59.38,2,local,269,11,no
209.08,17,local,231,12,no
12.77,22,local,182,7,no
37.37,7,local,793,5,no
164.9,5,local,502,10,no
164.33,23,local,570,2,no
287.84,10,local,42,12,no
260.95,10,foreign,782,6,no
11.21,4,local,723,2,no
164.31,15,foreign,271,12,no
145.76,14,local,398,1,no
168.38,9,local,692,4,no
42.32,22,local,41,10,no
23.0,23,local,408,11,no
14.44,7,local,549,11,no
19.0,7,foreign,576,2,no
77.06,16,foreign,811,5,no
71.15,7,local,803,1,no
8.83,9,local,577,9,no
36.61,22,local,236,12,no
52.02,11,local,306,3,no
84.9,6,local,686,2,no
22.57,9,local,660,4,no
46.15,17,local,752,11,no
53.9,20,local,508,3,no
254.59,11,foreign,630,6,no
163.06,10,local,658,9,no
193.81,19,foreign,231,2,no
127.4,3,local,793,9,no
79.08,6,local,498,5,no
27.74,8,local,822,7,no
34.61,0,foreign,561,2,no
76.32,7,local,316,7,no
22.64,7,local,848,6,no
34.83,8,foreign,284,12,no
58.9,22,local,867,10,no
63.26,0,local,861,4,no
31.09,2,local,630,2,no
127.3,8,local,505,8,no
80.47,19,foreign,838,5,no
23.31,4,local,622,4,no
89.34,6,foreign,29,8,no
78.47,22,foreign,282,5,no
134.85,14,local,875,6,no
55.06,9,local,878,12,no
82.76,11,local,565,7,no
6.89,20,foreign,496,2,no
72.82,13,foreign,411,12,no
13.92,20,local,550,7,no
112.75,5,local,874,5,no
6.51,15,local,192,8,no
39.99,4,foreign,174,3,no
5.25,12,local,132,4,no
191.16,12,local,213,5,no
232.43,13,local,716,1,no
160.38,20,local,504,2,no
12.55,20,local,548,2,no
29.25,23,local,510,6,no
85.1,16,local,887,12,no
22.24,7,local,734,1,no
186.51,7,local,854,11,no
45.68,20,local,588,1,no
76.42,5,foreign,568,9,no
201.86,7,local,47,8,no
213.47,6,local,434,4,no
42.5,19,local,169,12,no
8.67,7,local,755,8,no
37.21,14,foreign,305,5,no
37.22,16,local,480,1,no
26.69,8,local,537,1,no
26.03,6,local,380,5,no
21.25,0,foreign,7,7,no
108.43,0,local,516,4,no
127.58,22,local,614,5,no
14.57,18,local,1,4,no
394.78,19,local,163,8,yes
43.8,1,local,661,7,no
75.46,5,local,389,12,no
27.27,6,local,738,4,no
62.77,10,local,773,2,no
114.55,21,foreign,737,2,no
44.03,9,local,95,11,no
61.83,23,local,45,12,no
64.86,1,local,802,5,no
195.03,15,foreign,327,5,no
15.73,12,foreign,846,1,no
140.45,19,local,109,12,no
113.73,11,foreign,735,3,no
152.98,18,local,375,8,no
169.9,13,local,157,5,no
16.43,0,local,504,11,no
5.82,2,local,183,9,no
7.36,4,foreign,806,11,no
87.09,11,local,672,4,no
244.39,6,local,200,9,no
82.54,12,foreign,226,11,no
37.35,4,local,549,4,no
161.71,4,local,148,3,no
102.29,12,local,77,5,no
20.1,16,local,631,5,no
96.93,18,local,526,9,no
54.0,4,local,657,8,no
216.67,0,foreign,413,7,no
5.68,3,local,394,11,no
147.55,11,local,864,8,no
59.51,20,local,96,4,no
33.57,10,foreign,255,6,no
75.55,13,local,537,3,no
274.41,7,foreign,141,11,no
165.44,8,local,674,1,no
210.72,16,local,710,2,no
23.76,12,local,138,2,no
45.13,14,local,900,12,no
11.35,9,foreign,795,4,no
23.12,0,local,182,7,no
129.83,19,local,270,2,no
97.88,0,foreign,285,6,no
6.82,8,local,828,12,no
86.7,9,local,751,1,no
98.16,6,local,789,7,no
79.41,4,local,121,6,no
27.63,0,local,142,1,no
18.92,8,local,740,1,no
12.39,0,local,636,3,no
117.04,3,local,604,2,no
234.28,0,foreign,760,10,no
59.89,5,foreign,100,2,no
88.41,7,local,146,12,no
47.2,14,foreign,2,10,yes
315.27,23,local,526,10,no
17.8,23,local,118,1,no
109.48,1,local,435,8,no
103.3,20,local,473,7,no
5.24,23,local,555,9,no
55.38,14,local,236,2,no
41.45,1,local,470,10,no
28.28,12,local,198,8,no
399.33,14,local,447,3,no
10.84,4,foreign,706,7,no
163.77,14,local,491,9,no
112.55,16,local,336,6,no
31.41,13,local,882,5,no
144.15,11,local,827,3,no
31.05,3,foreign,805,12,yes
77.61,5,local,876,7,no
97.98,11,local,545,7,no
79.13,2,local,279,12,no
54.53,12,foreign,391,4,no
11.06,18,local,703,1,no
28.01,10,local,13,10,no
91.05,11,local,576,6,no
45.19,20,local,718,7,no
217.84,21,local,336,6,no
67.04,3,local,649,3,no
101.62,11,local,881,2,no
129.14,12,foreign,856,8,no
91.29,15,local,387,6,no
11.05,11,local,759,3,no
40.37,23,local,511,3,no
61.24,8,local,776,2,no
20.48,18,foreign,311,6,no
48.45,4,local,93,12,no
28.58,19,local,15,12,no
50.89,10,local,872,4,no
37.78,19,local,17,2,no
17.01,15,local,409,6,no
100.99,9,local,96,11,no
68.81,7,local,104,10,no
24.73,4,local,643,4,no
40.85,6,local,86,3,no
25.65,2,local,389,11,no
52.16,10,local,677,12,no
13.99,4,foreign,537,11,no
132.34,10,local,356,1,no
21.39,19,foreign,77,1,no
174.36,4,local,101,1,no
31.76,22,foreign,383,11,no
128.59,13,local,153,10,no
64.92,0,local,880,9,no
51.67,22,local,16,9,no
59.78,16,foreign,391,12,no
28.34,11,local,557,2,no
104.36,22,local,827,12,no
83.72,17,foreign,649,6,no
63.42,14,local,47,11,no
35.4,2,local,451,4,no
48.98,11,foreign,311,11,no
27.89,4,local,82,7,no
68.49,13,foreign,75,6,no
33.81,14,local,727,2,no
35.33,13,local,327,12,no
139.73,18,local,796,1,no
63.48,23,foreign,818,3,no
30.59,23,local,792,10,no
58.34,0,local,542,2,no
205.7,11,local,395,1,no
11.42,18,local,528,3,no
53.59,10,foreign,380,7,no
103.12,20,local,174,10,no
44.05,10,foreign,536,12,no
141.02,2,local,538,6,no
222.54,22,foreign,375,2,no
203.53,5,local,479,8,no
190.67,10,local,690,7,no
24.46,7,local,543,6,no
64.66,0,local,51,11,no
11.47,3,local,378,3,no
187.34,7,local,291,1,no
24.3,21,local,176,2,no
113.0,7,foreign,752,8,no
44.66,20,local,835,2,no
43.48,5,local,864,10,no
41.26,1,foreign,301,3,no
95.86,1,local,513,11,no
28.37,20,local,591,12,no
10.25,23,foreign,503,5,no
82.67,5,local,166,7,no
245.34,3,local,33,2,no
66.23,21,local,685,5,no
22.9,10,local,669,11,no
21.9,9,foreign,13,3,no
124.69,8,local,207,2,no
5.47,11,local,59,9,no
183.63,11,local,792,4,no
274.71,13,local,270,8,no
66.92,2,foreign,754,4,no
160.62,0,foreign,585,7,no
129.16,16,local,739,4,no
40.94,14,local,385,11,no
87.04,21,local,539,2,no
58.88,0,local,822,10,no
